epoch,head,left_ear,loss,lr,nose,right_ear,spine1,spine2,spine3,spine4,val_head,val_left_ear,val_loss,val_nose,val_right_ear,val_spine1,val_spine2,val_spine3,val_spine4
31,0.00048220998723991215,0.0005568151827901602,0.00043585815001279116,1e-04,0.0005432756734080613,0.0005556594114750624,0.0003526705550029874,5.6073600717354566e-05,0.00037482980405911803,0.0005653288098983467,0.0005227436777204275,0.0005547452019527555,0.000453226180979982,0.0006351482588797808,0.0005577149568125606,0.0003589110274333507,5.260078614810482e-05,0.00040244293631985784,0.000541502726264298
32,0.000494799402076751,0.0005584401660598814,0.0004442507342901081,1e-04,0.0005625454941764474,0.0005598274292424321,0.00036644504871219397,5.850514935445972e-05,0.00038621455314569175,0.0005672274855896831,0.00048111702199094,0.000540297303814441,0.0004246261378284544,0.0005499665276147425,0.0005523636937141418,0.00035676630795933306,5.5812801292631775e-05,0.0003721099637914449,0.0004885751404799521
33,0.00047597757657058537,0.0005463946727104485,0.00042998421122319996,1e-04,0.0005532559589482844,0.000542672467418015,0.00034885131753981113,5.314942973200232e-05,0.0003692937607411295,0.0005502785788848996,0.0004965660045854747,0.0005463341949507594,0.00042903044959530234,0.0005399826914072037,0.0005457582883536816,0.000344457890605554,6.631798896705732e-05,0.0003761732077691704,0.0005166529444977641
34,0.00048337766202166677,0.0005420474335551262,0.0004337536811362952,1e-04,0.0005457521765492857,0.000536339997779578,0.00036420286050997674,5.179371146368794e-05,0.0003810269117821008,0.0005654883570969105,0.0004744215402752161,0.0005099239060655236,0.00040667084977030754,0.0005666579818353057,0.0004971786984242499,0.00033389340387657285,5.4679523600498214e-05,0.0003504575288388878,0.0004661541897803545
35,0.0004750777152366936,0.0005467549781315029,0.00042844514246098697,1e-04,0.0005472822231240571,0.0005416728090494871,0.00035533655318431556,5.378868809202686e-05,0.0003633755841292441,0.0005442738765850663,0.0004609570314642042,0.0005235760472714901,0.00041841616621240973,0.0005417530774138868,0.0005430470919236541,0.0003340870316606015,6.597969331778586e-05,0.0003772488562390208,0.0005006805877201259
36,0.0004663905128836632,0.0005294543807394803,0.00042068384937010705,1e-04,0.0005347183905541897,0.0005241863545961678,0.0003439972933847457,5.492276613949798e-05,0.00036820583045482635,0.0005435962812043726,0.00043955445289611816,0.0004962423699907959,0.0003855997638311237,0.0005268316599540412,0.0004771426320075989,0.0002929804613813758,5.891432738280855e-05,0.0003291444154456258,0.00046398775884881616
37,0.0004507624835241586,0.000512606929987669,0.00040444621117785573,1e-04,0.0005074340151622891,0.0005180550506338477,0.0003341286501381546,4.940723374602385e-05,0.0003465743793640286,0.0005166007322259247,0.00046643585665151477,0.00052247493294999,0.00041078118374571204,0.0005266846856102347,0.0005060277762822807,0.0003559958131518215,5.226655048318207e-05,0.0003429146308917552,0.0005134488455951214
38,0.0004745891783386469,0.000529981276486069,0.0004212906351312995,1e-04,0.0005344038945622742,0.0005312527646310627,0.00035286397906020284,5.074372893432155e-05,0.0003632743319030851,0.0005332160508260131,0.0004537064814940095,0.0005178884603083134,0.0004108103457838297,0.0005336538306437433,0.000502247188705951,0.0003308759769424796,5.74956284253858e-05,0.0003724831040017307,0.0005181318265385926
39,0.00044589454773813486,0.0005154192331247032,0.000407395331421867,1e-04,0.0005172009114176035,0.0005113511579111218,0.0003361561393830925,5.4303902288665995e-05,0.0003589837288018316,0.0005198539001867175,0.00041607889579609036,0.00048259421600960195,0.00037350523052737117,0.0005100923590362072,0.00045165978372097015,0.00030009052716195583,4.964029722032137e-05,0.00033046622411347926,0.0004474192392081022
40,0.000431182881584391,0.000484578893519938,0.0003881747543346137,1e-04,0.0005076475790701807,0.0004915420431643724,0.00031844567274674773,5.226612483966164e-05,0.0003286326536908746,0.000491101760417223,0.000417873467085883,0.0004779558221343905,0.00036742264637723565,0.0005112699582241476,0.00044828339014202356,0.000292737822746858,6.104493513703346e-05,0.00029776422888971865,0.0004324515466578305
41,0.0004426228697411716,0.000500065041705966,0.0003971000260207802,1e-04,0.0005054676439613104,0.0004996599745936692,0.00033219403121620417,4.8397410864708945e-05,0.00034636486088857055,0.0005020286189392209,0.0004359544545877725,0.0004847304953727871,0.0003994297294411808,0.0005646454519592226,0.0004965537809766829,0.0003363299183547497,6.225852848729119e-05,0.0003593617584556341,0.00045560329454019666
42,0.00043896480929106474,0.0004983715480193496,0.0003928849473595619,1e-04,0.0005090442136861384,0.0004950000438839197,0.00031399057479575276,5.022879850002937e-05,0.0003394527011550963,0.0004980280064046383,0.00041076025809161365,0.00046907257637940347,0.00036708181141875684,0.0004988997825421393,0.00048187992069870234,0.000293186167255044,4.8193414841080084e-05,0.0003086796496063471,0.00042598298750817776
43,0.0004412273701746017,0.000501550966873765,0.0003960627655033022,1e-04,0.0005028583691455424,0.0004957928322255611,0.0003262710524722934,4.7750669182278216e-05,0.00034832448000088334,0.0005047260783612728,0.000456156994914636,0.0005075749359093606,0.000400901073589921,0.0005517661920748651,0.0004949692520312965,0.00032455837936140597,5.936647721682675e-05,0.00036236297455616295,0.00045045342994853854
44,0.00041764919296838343,0.000483134004753083,0.0003818033146671951,1e-04,0.0004912114818580449,0.0004795998102054,0.00031796927214600146,5.159771899343468e-05,0.0003344888973515481,0.00047877419274300337,0.00045275987940840423,0.0004855735460296273,0.0003806299064308405,0.0005240680766291916,0.000464513897895813,0.00031232114997692406,4.9367536121280864e-05,0.00032355208531953394,0.0004328831855673343
45,0.00041682898881845176,0.0004694291565101594,0.0003739527892321348,1e-04,0.0004974580369889736,0.000470686296466738,0.00030360693926922977,4.543527029454708e-05,0.00031536229653283954,0.00047281570732593536,0.0004381512408144772,0.0004866461385972798,0.00039628875674679875,0.0005405975971370935,0.0004831765254493803,0.00032702001044526696,4.8598343710182235e-05,0.0003415154351387173,0.0005046043661423028
46,0.0004309209471102804,0.0004883169895038009,0.0003895487170666456,1e-04,0.0004966948763467371,0.0004809153324458748,0.00033155735582113266,4.998651274945587e-05,0.0003463314787950367,0.0004916673060506582,0.000481181574286893,0.0005156100960448384,0.00042303832015022635,0.0005298545002005994,0.0005155944381840527,0.00037855151458643377,5.377459092414938e-05,0.0004109022265765816,0.0004988379660062492
47,0.0004251844366081059,0.0004901962238363922,0.00038276531267911196,1e-04,0.0004948692512698472,0.0004856918822042644,0.00031770148780196905,4.65075827378314e-05,0.00032138809910975397,0.0004805849166586995,0.00040117395110428333,0.000451766507467255,0.0003653482999652624,0.0004941353108733892,0.00044885356328450143,0.00030167485238052905,4.884957161266357e-05,0.0003295094647910446,0.0004468228726182133
48,0.00041480493382550776,0.00046981233754195273,0.00037495314609259367,1e-04,0.0004799153539352119,0.0004723320889752358,0.00030778051586821675,4.5592467358801514e-05,0.0003285723505541682,0.00048081603017635643,0.0004025082744192332,0.00046352396020665765,0.0003691627935040742,0.0004947934648953378,0.0004653249925468117,0.0002970401255879551,4.512620944296941e-05,0.00032841390930116177,0.0004565710842143744
49,0.0004289234057068825,0.0004839779867324978,0.00038285431219264865,1e-04,0.0004988189321011305,0.000478036847198382,0.00031272522755898535,4.893876757705584e-05,0.00033235695445910096,0.000479057285701856,0.00043243978871032596,0.00048771206638775766,0.00037086434895172715,0.0005290894769132137,0.0004737773269880563,0.0002753836160991341,5.44476970389951e-05,0.00029658328276127577,0.0004174817295279354
50,0.0004128524160478264,0.00047535941121168435,0.0003787668829318136,1e-04,0.00048626508214510977,0.0004723749589174986,0.00031673291232436895,4.7904592065606266e-05,0.00033835668000392616,0.0004802883486263454,0.0003819327394012362,0.0004352741816546768,0.0003433370147831738,0.0004581922839861363,0.00043391308281570673,0.0002715069567784667,4.6825942263239995e-05,0.0003064944758079946,0.0004125562554690987
51,0.00040259023080579937,0.00046469777589663863,0.00036901506246067584,1e-04,0.0004707076004706323,0.0004621515399776399,0.00030506716575473547,5.0955066399183124e-05,0.000321992818498984,0.0004739580035675317,0.0004105420666746795,0.00046418822603300214,0.0003640318172983825,0.0005022691329941154,0.00044417244498617947,0.00027768214931711555,4.530396108748391e-05,0.00030700929346494377,0.000461087329313159
52,0.0003999468171969056,0.00045579715515486896,0.0003597300383262336,1e-04,0.00047801248729228973,0.00045127421617507935,0.000289340503513813,4.1834533476503566e-05,0.00031684766872785985,0.00044478700147010386,0.0003643530362751335,0.00044277889537625015,0.0003443292807787657,0.0004655314842239022,0.00042378221405670047,0.0002770568826235831,4.81368915643543e-05,0.00030441160197369754,0.00042858338565565646
53,0.00039062779978848994,0.00044659001287072897,0.0003576856106519699,1e-04,0.00046231289161369205,0.0004406356019899249,0.00029423710657283664,4.742122837342322e-05,0.00031783260055817664,0.0004618280509021133,0.000386035128030926,0.00045070325722917914,0.00034913941635750234,0.0004741881275549531,0.00042147532803937793,0.0002759808558039367,5.1338727644179016e-05,0.0003117903834208846,0.0004216035013087094
54,0.0003895925765391439,0.00046172141446731985,0.0003568455285858363,1e-04,0.0004674168594647199,0.00044662554864771664,0.000287908420432359,4.8393922043032944e-05,0.00030601301114074886,0.00044709176290780306,0.0004052913864143193,0.000456848181784153,0.0003566281229723245,0.0004665320157073438,0.0004478212504182011,0.0002981201687362045,4.202845229883678e-05,0.0003081792965531349,0.0004282043664716184
55,0.00036334016476757824,0.0004263931477908045,0.00033987441565841436,1e-04,0.000441963376943022,0.0004234525258652866,0.0002759725321084261,4.231447383062914e-05,0.00029516895301640034,0.0004503907694015652,0.0003965380310546607,0.0004680550191551447,0.0003566122322808951,0.00048174409312196076,0.0004297794948797673,0.0003096847503911704,4.585626084008254e-05,0.00030635297298431396,0.0004148870939388871
56,0.0003975761937908828,0.00044062233064323664,0.00035537569783627987,1e-04,0.0004586571594700217,0.0004412537382449955,0.000292370212264359,4.8826543206814677e-05,0.0003111033292952925,0.00045259538455866277,0.00039767572889104486,0.00044811508269049227,0.00035427670809440315,0.0004977573989890516,0.00044317165156826377,0.0002827135904226452,4.375233038445003e-05,0.00030930116190575063,0.00041172688361257315
57,0.00039642173214815557,0.00045606883941218257,0.00035770650720223784,1e-04,0.0004591715696733445,0.00044562030234374106,0.0002959206176456064,4.4487369450507686e-05,0.0003131787816528231,0.00045078180846758187,0.0004075189644936472,0.0004478883056435734,0.0003613426233641803,0.0004932566080242395,0.00043445522896945477,0.0002979155979119241,4.503561285673641e-05,0.0003188085975125432,0.0004458623589016497
58,0.00038654726813547313,0.00044151247129775584,0.00035251385997980833,1e-04,0.0004499515634961426,0.00043955809087492526,0.0002867590228561312,4.489967250265181e-05,0.00031614076578989625,0.0004547417629510164,0.0004023777146358043,0.0004411583358887583,0.00034937114105559886,0.0004899345221929252,0.0004120579978916794,0.000276295468211174,4.957730197929777e-05,0.0002951239002868533,0.00042844368726946414
59,0.00038092254544608295,0.00044533758773468435,0.0003488129877950996,1e-04,0.00044947912101633847,0.0004315580299589783,0.00028712194762192667,4.70681261504069e-05,0.0003044583136215806,0.00044455789611674845,0.00042530728387646377,0.0004653589567169547,0.00037007551873102784,0.0005042317789047956,0.00046589455450885,0.00029537678346969187,4.267833355697803e-05,0.0003334472712595016,0.00042830893653444946
60,0.00037298977258615196,0.0004206745361443609,0.0003367639728821814,1e-04,0.000447390484623611,0.0004184530407655984,0.0002764902892522514,3.988320895587094e-05,0.0002926950983237475,0.0004255353705957532,0.00036417701630853117,0.00040996979805640876,0.00032688715145923197,0.00045314308954402804,0.0003939859743695706,0.0002435895730741322,5.2298233640613034e-05,0.0002861355897039175,0.0004117976932320744
61,0.00037941065966151655,0.00043991178972646594,0.0003461154119577259,1e-04,0.00044860743219032884,0.00043038063449785113,0.0002863783447537571,4.393547715153545e-05,0.00030126707861199975,0.0004390306130517274,0.0003884377656504512,0.0004454930021893233,0.00034071618574671447,0.0004945216351188719,0.00041392238927073777,0.00027306651463732123,4.218271351419389e-05,0.00028904498321935534,0.00037906033685430884
62,0.00037284783320501447,0.00043444932089187205,0.00034234512713737786,1e-04,0.0004481837968342006,0.0004265395982656628,0.00027814655913971364,4.838353197555989e-05,0.000297215417958796,0.00043299506069161,0.0003644517855718732,0.00038548430893570185,0.00031528895488008857,0.0004615969373844564,0.00037137477193027735,0.00024064985336735845,5.313180008670315e-05,0.00027962299645878375,0.0003659989743027836
63,0.0003596919123083353,0.0004202259297017008,0.0003323100972920656,1e-04,0.0004393055569380522,0.0004177242808509618,0.00026893167523667216,3.825427120318636e-05,0.00028911069966852665,0.00042523746378719807,0.0003515738935675472,0.0004097688652109355,0.0003132572746835649,0.0004107636050321162,0.0003849001368507743,0.0002381277154199779,4.529968646238558e-05,0.0002796327753458172,0.00038599176332354546
64,0.00035692323581315577,0.0004187047015875578,0.00032975838985294104,1e-04,0.0004305739712435752,0.00041365233482792974,0.00027072534430772066,4.19196549046319e-05,0.0002882185217458755,0.00041734971455298364,0.0003770156763494015,0.0004317493294365704,0.00033547700149938464,0.00047023521619848907,0.00040791588253341615,0.00024741244851611555,5.068666723673232e-05,0.0002960770216304809,0.00040272381738759577
65,0.0003668716235551983,0.00042395989294163883,0.0003351553459651768,1e-04,0.00044599498505704105,0.00041654761298559606,0.00027315394254401326,4.160916432738304e-05,0.00028977400506846607,0.0004233319777995348,0.00040374594391323626,0.00043851215741597116,0.00034444479388184845,0.0005070654442533851,0.0004390388785395771,0.0002711988054215908,4.1525825508870184e-05,0.0002781825023703277,0.0003762888954952359
66,0.000358325574779883,0.00041150875040329993,0.0003285075363237411,1e-04,0.0004270882927812636,0.00041262645390816033,0.0002667967928573489,4.37494927609805e-05,0.0002862558467313647,0.0004217090900056064,0.00036752232699654996,0.0004306898918002844,0.00032228740747086704,0.00047695133253000677,0.00039421464316546917,0.00022880379401613027,4.537562926998362e-05,0.0002708129759412259,0.00036392881884239614
67,0.0003588409745134413,0.0004195837245788425,0.00033302593510597944,1e-04,0.00043652256135828793,0.00041223454172722995,0.0002801018417812884,3.9640053728362545e-05,0.00029379184707067907,0.0004234920779708773,0.00035855965688824654,0.000420163240050897,0.00032845130772329867,0.00044625173904933035,0.00039398259832523763,0.0002703409409150481,4.394137431518175e-05,0.0002915512304753065,0.0004028199182357639
68,0.0003612840664573014,0.0004168966843280941,0.0003271645400673151,1e-04,0.00042903958819806576,0.0004103250103071332,0.0002692978596314788,3.799919431912713e-05,0.0002845328126568347,0.00040794163942337036,0.00033454125514253974,0.00039539142744615674,0.000308062881231308,0.0004263810988049954,0.0003800723352469504,0.0002468536840751767,4.566651477944106e-05,0.0002677119045984,0.00036788484430871904
69,0.0003656610497273505,0.00041567397420294583,0.0003338042297400534,1e-04,0.00043063602061010897,0.0004172010230831802,0.0002730400301516056,4.187259037280455e-05,0.000298114464385435,0.0004282346344552934,0.0003721076063811779,0.00043635652400553226,0.0003416392719373107,0.00044848621473647654,0.0004178966919425875,0.0002904837892856449,4.406247899169102e-05,0.00030421241535805166,0.00041950822924263775
70,0.0003456170961726457,0.00041064497781917453,0.00032113055931404233,1e-04,0.0004211161576677114,0.00040016017737798393,0.0002640889142639935,4.186145088169724e-05,0.00028239074163138866,0.0004031639837194234,0.0003414094098843634,0.00041245747706852853,0.00031338437111116946,0.00044009153498336673,0.00037052048719488084,0.00023269183293450624,3.885944533976726e-05,0.00027614779537543654,0.00039489686605520546
71,0.0003523935447447002,0.0004048499104101211,0.0003196455945726484,1e-04,0.0004286853363737464,0.0003969888493884355,0.0002527521282900125,4.238751716911793e-05,0.0002742754586506635,0.000404831807827577,0.00038100415258668363,0.0004286099865566939,0.00032901353552006185,0.0004667000030167401,0.0003895919944625348,0.00026555772637948394,4.001310662715696e-05,0.00029524826095439494,0.0003653827589005232
72,0.00034729932667687535,0.00040921021718531847,0.00032153341453522444,1e-04,0.00041464067180640996,0.00040251549216918647,0.00025680658291094005,4.1986819269368425e-05,0.00028293475043028593,0.00041687264456413686,0.0003512605035211891,0.00039678672328591347,0.000307102978695184,0.0004302861634641886,0.0003618893097154796,0.00023403162776958197,5.138912456459366e-05,0.00027187520754523575,0.0003593052097130567
